01/11/2024 00:35:10 24.00C, 23.13C, 23.75C, 24.75C, 24.13C, 23.69C
01/11/2024 00:40:57 33.19C, 32.88C, 32.88C, 33.00C, 32.25C, 30.44C
01/11/2024 00:41:00 33.19C, 32.88C, 32.81C, 33.06C, 32.25C, 30.44C
01/11/2024 00:41:02 33.19C, 32.94C, 32.81C, 33.06C, 32.25C, 30.44C
01/11/2024 00:41:05 33.19C, 32.88C, 32.88C, 33.06C, 32.31C, 30.38C
01/11/2024 00:41:07 33.25C, 32.88C, 32.81C, 33.13C, 32.31C, 30.44C
01/11/2024 00:41:10 33.19C, 32.88C, 32.81C, 33.13C, 32.38C, 30.56C
01/11/2024 00:41:12 33.25C, 32.88C, 32.75C, 33.19C, 32.38C, 30.63C
01/11/2024 00:41:14 33.31C, 32.88C, 32.81C, 33.19C, 32.44C, 30.75C
01/11/2024 00:41:17 33.31C, 32.88C, 32.75C, 33.19C, 32.44C, 30.75C
01/11/2024 00:41:19 33.31C, 32.88C, 32.75C, 33.19C, 32.50C, 30.75C
01/11/2024 00:41:22 33.38C, 32.81C, 32.75C, 33.19C, 32.50C, 30.75C
01/11/2024 00:41:24 33.44C, 32.81C, 32.75C, 33.25C, 32.56C, 30.75C
01/11/2024 00:41:27 33.50C, 32.81C, 32.75C, 33.25C, 32.56C, 30.75C
01/11/2024 00:41:29 33.50C, 32.81C, 32.69C, 33.31C, 32.63C, 30.69C
01/11/2024 00:41:31 33.50C, 32.75C, 32.69C, 33.31C, 32.56C, 30.69C
01/11/2024 00:41:34 33.50C, 32.75C, 32.69C, 33.31C, 32.63C, 30.63C
01/11/2024 00:41:36 33.56C, 32.81C, 32.63C, 33.38C, 32.63C, 30.63C
01/11/2024 00:41:39 33.56C, 32.81C, 32.63C, 33.31C, 32.63C, 30.63C
01/11/2024 00:41:41 33.56C, 32.81C, 32.63C, 33.38C, 32.69C, 30.63C
01/11/2024 00:41:43 33.63C, 32.75C, 32.56C, 33.38C, 32.75C, 30.56C
01/11/2024 00:41:46 33.56C, 32.81C, 32.56C, 33.44C, 32.69C, 30.56C
01/11/2024 00:41:48 33.63C, 32.81C, 32.56C, 33.44C, 32.69C, 30.56C
01/11/2024 00:41:51 33.63C, 32.81C, 32.56C, 33.44C, 32.75C, 30.50C
01/11/2024 00:41:53 33.63C, 32.81C, 32.56C, 33.44C, 32.75C, 30.50C
01/11/2024 00:41:56 33.63C, 32.81C, 32.50C, 33.50C, 32.75C, 30.50C
01/11/2024 00:41:58 33.69C, 32.81C, 32.56C, 33.50C, 32.75C, 30.44C
01/11/2024 00:42:00 33.63C, 32.88C, 32.50C, 33.56C, 32.75C, 30.44C
01/11/2024 00:42:03 33.69C, 32.88C, 32.50C, 33.56C, 32.81C, 30.38C
01/11/2024 00:42:05 33.69C, 32.88C, 32.50C, 33.56C, 32.81C, 30.38C
01/11/2024 00:42:08 33.69C, 32.94C, 32.44C, 33.56C, 32.81C, 30.38C
01/11/2024 00:42:10 33.69C, 32.94C, 32.44C, 33.63C, 32.88C, 30.38C
01/11/2024 00:42:12 33.69C, 32.94C, 32.44C, 33.63C, 32.88C, 30.31C
01/11/2024 00:42:15 33.69C, 32.94C, 32.44C, 33.63C, 32.88C, 30.31C
01/11/2024 00:42:17 33.69C, 32.94C, 32.38C, 33.69C, 32.94C, 30.31C
01/11/2024 00:42:20 33.69C, 32.94C, 32.38C, 33.69C, 32.94C, 30.31C
01/11/2024 00:42:22 33.75C, 33.00C, 32.38C, 33.69C, 32.94C, 30.25C
01/11/2024 00:42:25 33.75C, 33.00C, 32.38C, 33.75C, 33.00C, 30.25C
01/11/2024 00:42:27 33.75C, 33.00C, 32.44C, 33.75C, 33.00C, 30.25C
01/11/2024 00:42:29 33.75C, 33.00C, 32.44C, 33.75C, 33.00C, 30.25C
01/11/2024 00:42:32 33.75C, 33.06C, 32.44C, 33.75C, 33.00C, 30.19C
01/11/2024 00:42:34 33.81C, 33.06C, 32.44C, 33.75C, 33.00C, 30.19C
01/11/2024 00:42:37 33.81C, 33.06C, 32.44C, 33.81C, 33.06C, 30.19C
01/11/2024 00:42:39 33.81C, 33.13C, 32.50C, 33.81C, 33.06C, 30.19C
01/11/2024 00:42:42 33.88C, 33.19C, 32.44C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:44 33.88C, 33.13C, 32.44C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:46 33.88C, 33.13C, 32.44C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:49 33.88C, 33.13C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:51 33.88C, 33.19C, 32.44C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:54 33.94C, 33.25C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:56 33.94C, 33.25C, 32.44C, 33.88C, 33.06C, 30.13C
01/11/2024 00:42:58 33.88C, 33.25C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:43:01 33.94C, 33.31C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:43:03 33.94C, 33.31C, 32.50C, 33.88C, 33.06C, 30.06C
01/11/2024 00:43:06 33.94C, 33.31C, 32.50C, 33.88C, 33.06C, 30.06C
01/11/2024 00:43:08 34.00C, 33.38C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:43:11 33.94C, 33.44C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:43:13 34.00C, 33.44C, 32.50C, 33.88C, 33.06C, 30.13C
01/11/2024 00:43:15 34.00C, 33.44C, 32.50C, 33.81C, 33.06C, 30.13C
01/11/2024 00:43:18 34.00C, 33.44C, 32.50C, 33.81C, 33.06C, 30.13C
01/11/2024 00:43:20 34.06C, 33.50C, 32.50C, 33.81C, 33.06C, 30.13C
01/11/2024 00:43:23 34.00C, 33.50C, 32.50C, 33.81C, 33.06C, 30.13C
01/11/2024 00:43:25 34.06C, 33.50C, 32.50C, 33.81C, 33.13C, 30.25C
01/11/2024 00:43:28 34.06C, 33.50C, 32.50C, 33.81C, 33.13C, 30.38C
01/11/2024 00:43:30 34.13C, 33.50C, 32.50C, 33.88C, 33.13C, 30.50C
01/11/2024 00:43:32 34.13C, 33.56C, 32.50C, 33.88C, 33.13C, 30.63C
01/11/2024 00:43:35 34.13C, 33.56C, 32.50C, 33.88C, 33.13C, 30.81C
01/11/2024 00:43:37 34.13C, 33.56C, 32.50C, 33.88C, 33.13C, 30.94C
01/11/2024 00:43:40 34.06C, 33.56C, 32.50C, 33.88C, 33.13C, 31.06C
01/11/2024 00:43:42 34.13C, 33.56C, 32.50C, 33.88C, 33.13C, 31.19C
01/11/2024 00:43:44 34.13C, 33.56C, 32.50C, 33.94C, 33.13C, 31.31C
01/11/2024 00:43:47 34.13C, 33.56C, 32.50C, 33.94C, 33.13C, 31.38C
01/11/2024 00:43:49 34.19C, 33.63C, 32.50C, 33.94C, 33.13C, 31.38C
01/11/2024 00:43:52 34.13C, 33.63C, 32.50C, 33.94C, 33.13C, 31.38C
01/11/2024 00:43:54 34.19C, 33.69C, 32.50C, 33.94C, 33.13C, 31.31C
01/11/2024 00:43:57 34.19C, 33.63C, 32.50C, 34.00C, 33.19C, 31.38C
01/11/2024 00:43:59 34.19C, 33.69C, 32.56C, 33.94C, 33.19C, 31.31C
01/11/2024 00:44:01 34.25C, 33.63C, 32.56C, 34.00C, 33.19C, 31.25C
01/11/2024 00:44:04 34.25C, 33.69C, 32.56C, 34.00C, 33.13C, 31.25C
01/11/2024 00:44:06 34.31C, 33.63C, 32.56C, 34.00C, 33.19C, 31.25C
01/11/2024 00:44:09 34.31C, 33.63C, 32.56C, 34.00C, 33.19C, 31.19C
01/11/2024 00:44:11 34.31C, 33.63C, 32.56C, 34.00C, 33.19C, 31.13C
01/11/2024 00:44:13 34.38C, 33.63C, 32.63C, 34.06C, 33.19C, 31.19C
01/11/2024 00:44:16 34.38C, 33.63C, 32.63C, 34.06C, 33.19C, 31.13C
01/11/2024 00:44:18 34.38C, 33.63C, 32.63C, 34.06C, 33.19C, 31.06C
01/11/2024 00:44:21 34.44C, 33.63C, 32.63C, 34.06C, 33.25C, 31.06C
01/11/2024 00:44:23 34.44C, 33.63C, 32.69C, 34.06C, 33.25C, 31.06C
01/11/2024 00:44:26 34.44C, 33.63C, 32.69C, 34.06C, 33.25C, 31.00C
01/11/2024 00:44:28 34.44C, 33.63C, 32.69C, 34.06C, 33.19C, 31.06C
01/11/2024 00:44:30 34.44C, 33.63C, 32.69C, 34.06C, 33.19C, 31.00C
01/11/2024 00:44:33 34.44C, 33.63C, 32.75C, 34.06C, 33.19C, 31.00C
01/11/2024 00:44:35 34.50C, 33.63C, 32.75C, 34.06C, 33.25C, 30.94C
01/11/2024 00:44:38 34.44C, 33.63C, 32.75C, 34.13C, 33.19C, 30.94C
01/11/2024 00:44:40 34.44C, 33.69C, 32.75C, 34.13C, 33.19C, 30.94C
01/11/2024 00:44:43 34.50C, 33.63C, 32.75C, 34.13C, 33.25C, 30.94C
01/11/2024 00:44:45 34.50C, 33.63C, 32.75C, 34.13C, 33.25C, 30.88C
01/11/2024 00:44:47 34.50C, 33.69C, 32.81C, 34.13C, 33.25C, 30.88C
01/11/2024 00:44:50 34.50C, 33.69C, 32.75C, 34.13C, 33.25C, 30.88C
01/11/2024 00:44:52 34.50C, 33.69C, 32.81C, 34.13C, 33.25C, 30.88C
01/11/2024 00:44:55 34.50C, 33.69C, 32.81C, 34.19C, 33.25C, 30.81C
01/11/2024 00:44:57 34.50C, 33.69C, 32.81C, 34.19C, 33.25C, 30.81C
01/11/2024 00:44:59 34.50C, 33.75C, 32.81C, 34.19C, 33.25C, 30.81C
01/11/2024 00:45:02 34.50C, 33.75C, 32.81C, 34.19C, 33.25C, 30.81C
01/11/2024 00:45:04 34.56C, 33.75C, 32.81C, 34.19C, 33.31C, 30.81C
01/11/2024 00:45:07 34.56C, 33.75C, 32.88C, 34.19C, 33.25C, 30.81C
01/11/2024 00:45:09 34.56C, 33.81C, 32.88C, 34.19C, 33.31C, 30.81C
01/11/2024 00:45:12 34.56C, 33.88C, 32.88C, 34.19C, 33.31C, 30.75C
01/11/2024 00:45:14 34.63C, 34.00C, 32.94C, 34.19C, 33.31C, 30.75C
01/11/2024 00:45:16 34.63C, 34.00C, 32.94C, 34.19C, 33.31C, 30.75C
01/11/2024 00:45:19 34.69C, 34.00C, 32.94C, 34.19C, 33.38C, 30.75C
01/11/2024 00:45:21 34.69C, 34.06C, 32.94C, 34.19C, 33.31C, 30.75C
01/11/2024 00:45:24 34.63C, 34.00C, 32.94C, 34.19C, 33.31C, 30.75C
01/11/2024 00:45:26 34.69C, 34.06C, 32.94C, 34.19C, 33.31C, 30.81C
01/11/2024 00:45:29 34.69C, 34.00C, 33.00C, 34.25C, 33.31C, 30.94C
01/11/2024 00:45:31 34.69C, 34.06C, 32.94C, 34.25C, 33.38C, 31.06C
01/11/2024 00:45:33 34.69C, 34.06C, 33.00C, 34.25C, 33.38C, 31.13C
01/11/2024 00:45:36 34.69C, 34.06C, 33.00C, 34.25C, 33.38C, 31.19C
01/11/2024 00:45:38 34.69C, 34.00C, 33.00C, 34.25C, 33.38C, 31.25C
01/11/2024 00:45:41 34.69C, 34.00C, 33.06C, 34.25C, 33.38C, 31.25C
01/11/2024 00:45:43 34.69C, 33.94C, 33.06C, 34.25C, 33.38C, 31.25C
01/11/2024 00:45:45 34.75C, 33.94C, 33.06C, 34.25C, 33.38C, 31.25C
01/11/2024 00:45:48 34.81C, 33.94C, 33.13C, 34.25C, 33.44C, 31.19C
01/11/2024 00:45:50 34.81C, 33.94C, 33.13C, 34.25C, 33.44C, 31.19C
01/11/2024 00:45:53 34.81C, 33.94C, 33.19C, 34.25C, 33.44C, 31.19C
01/11/2024 00:45:55 34.81C, 33.94C, 33.19C, 34.25C, 33.50C, 31.13C
01/11/2024 00:45:58 34.88C, 33.94C, 33.19C, 34.25C, 33.44C, 31.13C
01/11/2024 00:46:00 34.88C, 33.94C, 33.19C, 34.25C, 33.44C, 31.13C
01/11/2024 00:46:02 34.88C, 33.94C, 33.19C, 34.19C, 33.50C, 31.13C
01/11/2024 00:46:05 34.88C, 33.94C, 33.25C, 34.25C, 33.50C, 31.06C
01/11/2024 00:46:07 34.88C, 34.00C, 33.25C, 34.19C, 33.50C, 31.06C
01/11/2024 00:46:10 34.94C, 34.00C, 33.31C, 34.25C, 33.50C, 31.06C
01/11/2024 00:46:12 34.94C, 34.06C, 33.31C, 34.25C, 33.44C, 31.00C
01/11/2024 00:46:14 35.00C, 34.06C, 33.38C, 34.25C, 33.50C, 31.00C
01/11/2024 00:46:17 35.00C, 34.06C, 33.38C, 34.25C, 33.50C, 31.00C
01/11/2024 00:46:19 35.00C, 34.06C, 33.38C, 34.25C, 33.44C, 31.00C
01/11/2024 00:46:22 35.00C, 34.13C, 33.38C, 34.31C, 33.50C, 30.94C
01/11/2024 00:46:24 35.00C, 34.13C, 33.44C, 34.25C, 33.44C, 30.94C
01/11/2024 00:46:27 35.00C, 34.13C, 33.44C, 34.31C, 33.50C, 30.94C
01/11/2024 00:46:29 35.00C, 34.13C, 33.44C, 34.31C, 33.50C, 30.94C
01/11/2024 00:46:31 35.06C, 34.13C, 33.50C, 34.31C, 33.50C, 30.88C
01/11/2024 00:46:34 35.06C, 34.13C, 33.50C, 34.31C, 33.44C, 30.88C
01/11/2024 00:46:36 35.06C, 34.19C, 33.50C, 34.31C, 33.50C, 30.88C
01/11/2024 00:46:39 35.06C, 34.19C, 33.50C, 34.31C, 33.50C, 30.81C
01/11/2024 00:46:41 35.06C, 34.19C, 33.50C, 34.31C, 33.50C, 30.81C
01/11/2024 00:46:44 35.06C, 34.13C, 33.50C, 34.31C, 33.56C, 30.81C
01/11/2024 00:46:46 35.06C, 34.19C, 33.56C, 34.31C, 33.56C, 30.81C
01/11/2024 00:46:48 35.06C, 34.19C, 33.56C, 34.25C, 33.56C, 30.81C
01/11/2024 00:46:51 35.06C, 34.19C, 33.56C, 34.25C, 33.56C, 30.81C
